datetime,pickups,date,min_temp,max_temp,wind_speed,wind_gust,visibility,pressure,precipitation,snow_depth,fog,rain_drizzle,snow_ice,thunder
2010-06-23 16,79,2010-06-23,71.1,89.1,5.5,20.0,6.9,1009.4,0.27,0.0,1,1,0,0
2010-06-23 17,135,2010-06-23,71.1,89.1,5.5,20.0,6.9,1009.4,0.27,0.0,1,1,0,0
2010-06-23 18,197,2010-06-23,71.1,89.1,5.5,20.0,6.9,1009.4,0.27,0.0,1,1,0,0
2010-06-23 19,196,2010-06-23,71.1,89.1,5.5,20.0,6.9,1009.4,0.27,0.0,1,1,0,0
2010-06-23 20,171,2010-06-23,71.1,89.1,5.5,20.0,6.9,1009.4,0.27,0.0,1,1,0,0
2010-06-23 21,185,2010-06-23,71.1,89.1,5.5,20.0,6.9,1009.4,0.27,0.0,1,1,0,0
2010-06-23 22,107,2010-06-23,71.1,89.1,5.5,20.0,6.9,1009.4,0.27,0.0,1,1,0,0
2010-06-23 23,92,2010-06-23,71.1,89.1,5.5,20.0,6.9,1009.4,0.27,0.0,1,1,0,0
2010-06-24 00,69,2010-06-24,75.9,91.9,5.2,18.1,10.0,1004.1,0.0,0.0,0,0,0,0
2010-06-24 01,40,2010-06-24,75.9,91.9,5.2,18.1,10.0,1004.1,0.0,0.0,0,0,0,0
2010-06-24 02,25,2010-06-24,75.9,91.9,5.2,18.1,10.0,1004.1,0.0,0.0,0,0,0,0
2010-06-24 03,14,2010-06-24,75.9,91.9,5.2,18.1,10.0,1004.1,0.0,0.0,0,0,0,0
2010-06-24 04,11,2010-06-24,75.9,91.9,5.2,18.1,10.0,1004.1,0.0,0.0,0,0,0,0
2010-06-24 05,28,2010-06-24,75.9,91.9,5.2,18.1,10.0,1004.1,0.0,0.0,0,0,0,0
2010-06-24 06,71,2010-06-24,75.9,91.9,5.2,18.1,10.0,1004.1,0.0,0.0,0,0,0,0
2010-06-24 07,145,2010-06-24,75.9,91.9,5.2,18.1,10.0,1004.1,0.0,0.0,0,0,0,0
2010-06-24 08,182,2010-06-24,75.9,91.9,5.2,18.1,10.0,1004.1,0.0,0.0,0,0,0,0
2010-06-24 09,166,2010-06-24,75.9,91.9,5.2,18.1,10.0,1004.1,0.0,0.0,0,0,0,0
2010-06-24 10,102,2010-06-24,75.9,91.9,5.2,18.1,10.0,1004.1,0.0,0.0,0,0,0,0
2010-06-24 11,96,2010-06-24,75.9,91.9,5.2,18.1,10.0,1004.1,0.0,0.0,0,0,0,0
2010-06-24 12,131,2010-06-24,75.9,91.9,5.2,18.1,10.0,1004.1,0.0,0.0,0,0,0,0
2010-06-24 13,129,2010-06-24,75.9,91.9,5.2,18.1,10.0,1004.1,0.0,0.0,0,0,0,0
2010-06-24 14,124,2010-06-24,75.9,91.9,5.2,18.1,10.0,1004.1,0.0,0.0,0,0,0,0
2010-06-24 15,79,2010-06-24,75.9,91.9,5.2,18.1,10.0,1004.1,0.0,0.0,0,0,0,0
2010-06-24 16,68,2010-06-24,75.9,91.9,5.2,18.1,10.0,1004.1,0.0,0.0,0,0,0,0
2010-06-24 17,90,2010-06-24,75.9,91.9,5.2,18.1,10.0,1004.1,0.0,0.0,0,0,0,0
2010-06-24 18,82,2010-06-24,75.9,91.9,5.2,18.1,10.0,1004.1,0.0,0.0,0,0,0,0
2010-06-24 19,90,2010-06-24,75.9,91.9,5.2,18.1,10.0,1004.1,0.0,0.0,0,0,0,0
2010-06-24 20,161,2010-06-24,75.9,91.9,5.2,18.1,10.0,1004.1,0.0,0.0,0,0,0,0
2010-06-24 21,154,2010-06-24,75.9,91.9,5.2,18.1,10.0,1004.1,0.0,0.0,0,0,0,0
2010-06-24 22,147,2010-06-24,75.9,91.9,5.2,18.1,10.0,1004.1,0.0,0.0,0,0,0,0
2010-06-24 23,151,2010-06-24,75.9,91.9,5.2,18.1,10.0,1004.1,0.0,0.0,0,0,0,0
2010-06-25 00,76,2010-06-25,71.1,87.1,4.2,16.733333333333334,10.0,1009.0,0.0,0.0,0,0,0,0
2010-06-25 01,73,2010-06-25,71.1,87.1,4.2,16.733333333333334,10.0,1009.0,0.0,0.0,0,0,0,0
2010-06-25 02,28,2010-06-25,71.1,87.1,4.2,16.733333333333334,10.0,1009.0,0.0,0.0,0,0,0,0
2010-06-25 03,12,2010-06-25,71.1,87.1,4.2,16.733333333333334,10.0,1009.0,0.0,0.0,0,0,0,0
2010-06-25 04,17,2010-06-25,71.1,87.1,4.2,16.733333333333334,10.0,1009.0,0.0,0.0,0,0,0,0
2010-06-25 05,25,2010-06-25,71.1,87.1,4.2,16.733333333333334,10.0,1009.0,0.0,0.0,0,0,0,0
2010-06-25 06,81,2010-06-25,71.1,87.1,4.2,16.733333333333334,10.0,1009.0,0.0,0.0,0,0,0,0
2010-06-25 07,126,2010-06-25,71.1,87.1,4.2,16.733333333333334,10.0,1009.0,0.0,0.0,0,0,0,0
2010-06-25 08,170,2010-06-25,71.1,87.1,4.2,16.733333333333334,10.0,1009.0,0.0,0.0,0,0,0,0
2010-06-25 09,136,2010-06-25,71.1,87.1,4.2,16.733333333333334,10.0,1009.0,0.0,0.0,0,0,0,0
2010-06-25 10,108,2010-06-25,71.1,87.1,4.2,16.733333333333334,10.0,1009.0,0.0,0.0,0,0,0,0
2010-06-25 11,128,2010-06-25,71.1,87.1,4.2,16.733333333333334,10.0,1009.0,0.0,0.0,0,0,0,0
2010-06-25 12,107,2010-06-25,71.1,87.1,4.2,16.733333333333334,10.0,1009.0,0.0,0.0,0,0,0,0
2010-06-25 13,121,2010-06-25,71.1,87.1,4.2,16.733333333333334,10.0,1009.0,0.0,0.0,0,0,0,0
2010-06-25 14,118,2010-06-25,71.1,87.1,4.2,16.733333333333334,10.0,1009.0,0.0,0.0,0,0,0,0
2010-06-25 15,104,2010-06-25,71.1,87.1,4.2,16.733333333333334,10.0,1009.0,0.0,0.0,0,0,0,0
2010-06-25 16,88,2010-06-25,71.1,87.1,4.2,16.733333333333334,10.0,1009.0,0.0,0.0,0,0,0,0
2010-06-25 17,158,2010-06-25,71.1,87.1,4.2,16.733333333333334,10.0,1009.0,0.0,0.0,0,0,0,0
2010-06-25 18,189,2010-06-25,71.1,87.1,4.2,16.733333333333334,10.0,1009.0,0.0,0.0,0,0,0,0
2010-06-25 19,189,2010-06-25,71.1,87.1,4.2,16.733333333333334,10.0,1009.0,0.0,0.0,0,0,0,0
2010-06-25 20,171,2010-06-25,71.1,87.1,4.2,16.733333333333334,10.0,1009.0,0.0,0.0,0,0,0,0
2010-06-25 21,170,2010-06-25,71.1,87.1,4.2,16.733333333333334,10.0,1009.0,0.0,0.0,0,0,0,0
2010-06-25 22,116,2010-06-25,71.1,87.1,4.2,16.733333333333334,10.0,1009.0,0.0,0.0,0,0,0,0
2010-06-25 23,141,2010-06-25,71.1,87.1,4.2,16.733333333333334,10.0,1009.0,0.0,0.0,0,0,0,0
2010-06-26 00,133,2010-06-26,71.1,89.1,3.3,15.366666666666667,10.0,1008.1,0.0,0.0,0,0,0,0
2010-06-26 01,73,2010-06-26,71.1,89.1,3.3,15.366666666666667,10.0,1008.1,0.0,0.0,0,0,0,0
2010-06-26 02,33,2010-06-26,71.1,89.1,3.3,15.366666666666667,10.0,1008.1,0.0,0.0,0,0,0,0
2010-06-26 03,27,2010-06-26,71.1,89.1,3.3,15.366666666666667,10.0,1008.1,0.0,0.0,0,0,0,0
2010-06-26 04,22,2010-06-26,71.1,89.1,3.3,15.366666666666667,10.0,1008.1,0.0,0.0,0,0,0,0
2010-06-26 05,18,2010-06-26,71.1,89.1,3.3,15.366666666666667,10.0,1008.1,0.0,0.0,0,0,0,0
2010-06-26 06,17,2010-06-26,71.1,89.1,3.3,15.366666666666667,10.0,1008.1,0.0,0.0,0,0,0,0
2010-06-26 07,37,2010-06-26,71.1,89.1,3.3,15.366666666666667,10.0,1008.1,0.0,0.0,0,0,0,0
2010-06-26 08,51,2010-06-26,71.1,89.1,3.3,15.366666666666667,10.0,1008.1,0.0,0.0,0,0,0,0
2010-06-26 09,73,2010-06-26,71.1,89.1,3.3,15.366666666666667,10.0,1008.1,0.0,0.0,0,0,0,0
2010-06-26 10,90,2010-06-26,71.1,89.1,3.3,15.366666666666667,10.0,1008.1,0.0,0.0,0,0,0,0
2010-06-26 11,96,2010-06-26,71.1,89.1,3.3,15.366666666666667,10.0,1008.1,0.0,0.0,0,0,0,0
2010-06-26 12,130,2010-06-26,71.1,89.1,3.3,15.366666666666667,10.0,1008.1,0.0,0.0,0,0,0,0
2010-06-26 13,136,2010-06-26,71.1,89.1,3.3,15.366666666666667,10.0,1008.1,0.0,0.0,0,0,0,0
2010-06-26 14,126,2010-06-26,71.1,89.1,3.3,15.366666666666667,10.0,1008.1,0.0,0.0,0,0,0,0
2010-06-26 15,90,2010-06-26,71.1,89.1,3.3,15.366666666666667,10.0,1008.1,0.0,0.0,0,0,0,0
2010-06-26 16,64,2010-06-26,71.1,89.1,3.3,15.366666666666667,10.0,1008.1,0.0,0.0,0,0,0,0
2010-06-26 17,128,2010-06-26,71.1,89.1,3.3,15.366666666666667,10.0,1008.1,0.0,0.0,0,0,0,0
2010-06-26 18,148,2010-06-26,71.1,89.1,3.3,15.366666666666667,10.0,1008.1,0.0,0.0,0,0,0,0
2010-06-26 19,160,2010-06-26,71.1,89.1,3.3,15.366666666666667,10.0,1008.1,0.0,0.0,0,0,0,0
2010-06-26 20,144,2010-06-26,71.1,89.1,3.3,15.366666666666667,10.0,1008.1,0.0,0.0,0,0,0,0
2010-06-26 21,159,2010-06-26,71.1,89.1,3.3,15.366666666666667,10.0,1008.1,0.0,0.0,0,0,0,0
2010-06-26 22,155,2010-06-26,71.1,89.1,3.3,15.366666666666667,10.0,1008.1,0.0,0.0,0,0,0,0
2010-06-26 23,129,2010-06-26,71.1,89.1,3.3,15.366666666666667,10.0,1008.1,0.0,0.0,0,0,0,0
2010-06-27 00,119,2010-06-27,71.1,91.0,3.0,14.0,8.9,1003.0,0.0,0.0,0,0,0,0
2010-06-27 01,132,2010-06-27,71.1,91.0,3.0,14.0,8.9,1003.0,0.0,0.0,0,0,0,0
2010-06-27 02,44,2010-06-27,71.1,91.0,3.0,14.0,8.9,1003.0,0.0,0.0,0,0,0,0
2010-06-27 03,31,2010-06-27,71.1,91.0,3.0,14.0,8.9,1003.0,0.0,0.0,0,0,0,0
2010-06-27 04,18,2010-06-27,71.1,91.0,3.0,14.0,8.9,1003.0,0.0,0.0,0,0,0,0
2010-06-27 05,11,2010-06-27,71.1,91.0,3.0,14.0,8.9,1003.0,0.0,0.0,0,0,0,0
2010-06-27 06,12,2010-06-27,71.1,91.0,3.0,14.0,8.9,1003.0,0.0,0.0,0,0,0,0
2010-06-27 07,35,2010-06-27,71.1,91.0,3.0,14.0,8.9,1003.0,0.0,0.0,0,0,0,0
2010-06-27 08,48,2010-06-27,71.1,91.0,3.0,14.0,8.9,1003.0,0.0,0.0,0,0,0,0
2010-06-27 09,78,2010-06-27,71.1,91.0,3.0,14.0,8.9,1003.0,0.0,0.0,0,0,0,0
2010-06-27 10,94,2010-06-27,71.1,91.0,3.0,14.0,8.9,1003.0,0.0,0.0,0,0,0,0
2010-06-27 11,91,2010-06-27,71.1,91.0,3.0,14.0,8.9,1003.0,0.0,0.0,0,0,0,0
2010-06-27 12,110,2010-06-27,71.1,91.0,3.0,14.0,8.9,1003.0,0.0,0.0,0,0,0,0
2010-06-27 13,117,2010-06-27,71.1,91.0,3.0,14.0,8.9,1003.0,0.0,0.0,0,0,0,0
2010-06-27 14,94,2010-06-27,71.1,91.0,3.0,14.0,8.9,1003.0,0.0,0.0,0,0,0,0
2010-06-27 15,79,2010-06-27,71.1,91.0,3.0,14.0,8.9,1003.0,0.0,0.0,0,0,0,0
2010-06-27 16,57,2010-06-27,71.1,91.0,3.0,14.0,8.9,1003.0,0.0,0.0,0,0,0,0
2010-06-27 17,91,2010-06-27,71.1,91.0,3.0,14.0,8.9,1003.0,0.0,0.0,0,0,0,0
2010-06-27 18,91,2010-06-27,71.1,91.0,3.0,14.0,8.9,1003.0,0.0,0.0,0,0,0,0
2010-06-27 19,100,2010-06-27,71.1,91.0,3.0,14.0,8.9,1003.0,0.0,0.0,0,0,0,0
2010-06-27 20,92,2010-06-27,71.1,91.0,3.0,14.0,8.9,1003.0,0.0,0.0,0,0,0,0
2010-06-27 21,77,2010-06-27,71.1,91.0,3.0,14.0,8.9,1003.0,0.0,0.0,0,0,0,0
2010-06-27 22,49,2010-06-27,71.1,91.0,3.0,14.0,8.9,1003.0,0.0,0.0,0,0,0,0
2010-06-27 23,44,2010-06-27,71.1,91.0,3.0,14.0,8.9,1003.0,0.0,0.0,0,0,0,0
2010-06-28 00,24,2010-06-28,75.9,93.0,6.3,19.0,9.6,998.1,0.0,0.0,0,1,0,0
2010-06-28 01,16,2010-06-28,75.9,93.0,6.3,19.0,9.6,998.1,0.0,0.0,0,1,0,0
2010-06-28 02,11,2010-06-28,75.9,93.0,6.3,19.0,9.6,998.1,0.0,0.0,0,1,0,0
2010-06-28 03,4,2010-06-28,75.9,93.0,6.3,19.0,9.6,998.1,0.0,0.0,0,1,0,0
2010-06-28 04,7,2010-06-28,75.9,93.0,6.3,19.0,9.6,998.1,0.0,0.0,0,1,0,0
2010-06-28 05,31,2010-06-28,75.9,93.0,6.3,19.0,9.6,998.1,0.0,0.0,0,1,0,0
2010-06-28 06,67,2010-06-28,75.9,93.0,6.3,19.0,9.6,998.1,0.0,0.0,0,1,0,0
2010-06-28 07,131,2010-06-28,75.9,93.0,6.3,19.0,9.6,998.1,0.0,0.0,0,1,0,0
2010-06-28 08,173,2010-06-28,75.9,93.0,6.3,19.0,9.6,998.1,0.0,0.0,0,1,0,0
2010-06-28 09,112,2010-06-28,75.9,93.0,6.3,19.0,9.6,998.1,0.0,0.0,0,1,0,0
2010-06-28 10,84,2010-06-28,75.9,93.0,6.3,19.0,9.6,998.1,0.0,0.0,0,1,0,0
2010-06-28 11,80,2010-06-28,75.9,93.0,6.3,19.0,9.6,998.1,0.0,0.0,0,1,0,0
2010-06-28 12,100,2010-06-28,75.9,93.0,6.3,19.0,9.6,998.1,0.0,0.0,0,1,0,0
2010-06-28 13,135,2010-06-28,75.9,93.0,6.3,19.0,9.6,998.1,0.0,0.0,0,1,0,0
2010-06-28 14,101,2010-06-28,75.9,93.0,6.3,19.0,9.6,998.1,0.0,0.0,0,1,0,0
2010-06-28 15,90,2010-06-28,75.9,93.0,6.3,19.0,9.6,998.1,0.0,0.0,0,1,0,0
2010-06-28 16,97,2010-06-28,75.9,93.0,6.3,19.0,9.6,998.1,0.0,0.0,0,1,0,0
2010-06-28 17,108,2010-06-28,75.9,93.0,6.3,19.0,9.6,998.1,0.0,0.0,0,1,0,0
2010-06-28 18,165,2010-06-28,75.9,93.0,6.3,19.0,9.6,998.1,0.0,0.0,0,1,0,0
2010-06-28 19,183,2010-06-28,75.9,93.0,6.3,19.0,9.6,998.1,0.0,0.0,0,1,0,0
2010-06-28 20,176,2010-06-28,75.9,93.0,6.3,19.0,9.6,998.1,0.0,0.0,0,1,0,0
2010-06-28 21,129,2010-06-28,75.9,93.0,6.3,19.0,9.6,998.1,0.0,0.0,0,1,0,0
2010-06-28 22,84,2010-06-28,75.9,93.0,6.3,19.0,9.6,998.1,0.0,0.0,0,1,0,0
2010-06-28 23,46,2010-06-28,75.9,93.0,6.3,19.0,9.6,998.1,0.0,0.0,0,1,0,0
2010-06-29 00,39,2010-06-29,77.0,91.0,5.0,21.0,10.0,1002.6,0.01,0.0,0,0,0,0
2010-06-29 01,22,2010-06-29,77.0,91.0,5.0,21.0,10.0,1002.6,0.01,0.0,0,0,0,0
2010-06-29 02,11,2010-06-29,77.0,91.0,5.0,21.0,10.0,1002.6,0.01,0.0,0,0,0,0
2010-06-29 03,7,2010-06-29,77.0,91.0,5.0,21.0,10.0,1002.6,0.01,0.0,0,0,0,0
2010-06-29 04,13,2010-06-29,77.0,91.0,5.0,21.0,10.0,1002.6,0.01,0.0,0,0,0,0
2010-06-29 05,26,2010-06-29,77.0,91.0,5.0,21.0,10.0,1002.6,0.01,0.0,0,0,0,0
2010-06-29 06,75,2010-06-29,77.0,91.0,5.0,21.0,10.0,1002.6,0.01,0.0,0,0,0,0
2010-06-29 07,129,2010-06-29,77.0,91.0,5.0,21.0,10.0,1002.6,0.01,0.0,0,0,0,0
2010-06-29 08,196,2010-06-29,77.0,91.0,5.0,21.0,10.0,1002.6,0.01,0.0,0,0,0,0
2010-06-29 09,163,2010-06-29,77.0,91.0,5.0,21.0,10.0,1002.6,0.01,0.0,0,0,0,0
2010-06-29 10,127,2010-06-29,77.0,91.0,5.0,21.0,10.0,1002.6,0.01,0.0,0,0,0,0
2010-06-29 11,118,2010-06-29,77.0,91.0,5.0,21.0,10.0,1002.6,0.01,0.0,0,0,0,0
2010-06-29 12,111,2010-06-29,77.0,91.0,5.0,21.0,10.0,1002.6,0.01,0.0,0,0,0,0
2010-06-29 13,114,2010-06-29,77.0,91.0,5.0,21.0,10.0,1002.6,0.01,0.0,0,0,0,0
2010-06-29 14,123,2010-06-29,77.0,91.0,5.0,21.0,10.0,1002.6,0.01,0.0,0,0,0,0
2010-06-29 15,87,2010-06-29,77.0,91.0,5.0,21.0,10.0,1002.6,0.01,0.0,0,0,0,0
2010-06-29 16,92,2010-06-29,77.0,91.0,5.0,21.0,10.0,1002.6,0.01,0.0,0,0,0,0
2010-06-29 17,122,2010-06-29,77.0,91.0,5.0,21.0,10.0,1002.6,0.01,0.0,0,0,0,0
2010-06-29 18,148,2010-06-29,77.0,91.0,5.0,21.0,10.0,1002.6,0.01,0.0,0,0,0,0
2010-06-29 19,176,2010-06-29,77.0,91.0,5.0,21.0,10.0,1002.6,0.01,0.0,0,0,0,0
2010-06-29 20,164,2010-06-29,77.0,91.0,5.0,21.0,10.0,1002.6,0.01,0.0,0,0,0,0
2010-06-29 21,166,2010-06-29,77.0,91.0,5.0,21.0,10.0,1002.6,0.01,0.0,0,0,0,0
2010-06-29 22,103,2010-06-29,77.0,91.0,5.0,21.0,10.0,1002.6,0.01,0.0,0,0,0,0
2010-06-29 23,88,2010-06-29,77.0,91.0,5.0,21.0,10.0,1002.6,0.01,0.0,0,0,0,0
2010-06-30 00,60,2010-06-30,62.1,82.0,5.4,14.0,10.0,1012.1,0.0,0.0,0,0,0,0
2010-06-30 01,32,2010-06-30,62.1,82.0,5.4,14.0,10.0,1012.1,0.0,0.0,0,0,0,0
2010-06-30 02,20,2010-06-30,62.1,82.0,5.4,14.0,10.0,1012.1,0.0,0.0,0,0,0,0
2010-06-30 03,8,2010-06-30,62.1,82.0,5.4,14.0,10.0,1012.1,0.0,0.0,0,0,0,0
2010-06-30 04,13,2010-06-30,62.1,82.0,5.4,14.0,10.0,1012.1,0.0,0.0,0,0,0,0
2010-06-30 05,29,2010-06-30,62.1,82.0,5.4,14.0,10.0,1012.1,0.0,0.0,0,0,0,0
2010-06-30 06,77,2010-06-30,62.1,82.0,5.4,14.0,10.0,1012.1,0.0,0.0,0,0,0,0
2010-06-30 07,126,2010-06-30,62.1,82.0,5.4,14.0,10.0,1012.1,0.0,0.0,0,0,0,0
2010-06-30 08,191,2010-06-30,62.1,82.0,5.4,14.0,10.0,1012.1,0.0,0.0,0,0,0,0
2010-06-30 09,140,2010-06-30,62.1,82.0,5.4,14.0,10.0,1012.1,0.0,0.0,0,0,0,0
2010-06-30 10,118,2010-06-30,62.1,82.0,5.4,14.0,10.0,1012.1,0.0,0.0,0,0,0,0
2010-06-30 11,106,2010-06-30,62.1,82.0,5.4,14.0,10.0,1012.1,0.0,0.0,0,0,0,0
2010-06-30 12,127,2010-06-30,62.1,82.0,5.4,14.0,10.0,1012.1,0.0,0.0,0,0,0,0
2010-06-30 13,108,2010-06-30,62.1,82.0,5.4,14.0,10.0,1012.1,0.0,0.0,0,0,0,0
2010-06-30 14,85,2010-06-30,62.1,82.0,5.4,14.0,10.0,1012.1,0.0,0.0,0,0,0,0
2010-06-30 15,82,2010-06-30,62.1,82.0,5.4,14.0,10.0,1012.1,0.0,0.0,0,0,0,0
2010-06-30 16,86,2010-06-30,62.1,82.0,5.4,14.0,10.0,1012.1,0.0,0.0,0,0,0,0
2010-06-30 17,104,2010-06-30,62.1,82.0,5.4,14.0,10.0,1012.1,0.0,0.0,0,0,0,0
2010-06-30 18,201,2010-06-30,62.1,82.0,5.4,14.0,10.0,1012.1,0.0,0.0,0,0,0,0
2010-06-30 19,223,2010-06-30,62.1,82.0,5.4,14.0,10.0,1012.1,0.0,0.0,0,0,0,0
2010-06-30 20,206,2010-06-30,62.1,82.0,5.4,14.0,10.0,1012.1,0.0,0.0,0,0,0,0
2010-06-30 21,200,2010-06-30,62.1,82.0,5.4,14.0,10.0,1012.1,0.0,0.0,0,0,0,0
2010-06-30 22,104,2010-06-30,62.1,82.0,5.4,14.0,10.0,1012.1,0.0,0.0,0,0,0,0
2010-06-30 23,158,2010-06-30,62.1,82.0,5.4,14.0,10.0,1012.1,0.0,0.0,0,0,0,0
2010-07-01 00,135,2010-07-01,62.1,77.0,5.4,19.0,10.0,1015.5,0.0,0.0,0,0,0,0
2010-07-01 01,43,2010-07-01,62.1,77.0,5.4,19.0,10.0,1015.5,0.0,0.0,0,0,0,0
2010-07-01 02,26,2010-07-01,62.1,77.0,5.4,19.0,10.0,1015.5,0.0,0.0,0,0,0,0
2010-07-01 03,15,2010-07-01,62.1,77.0,5.4,19.0,10.0,1015.5,0.0,0.0,0,0,0,0
2010-07-01 04,21,2010-07-01,62.1,77.0,5.4,19.0,10.0,1015.5,0.0,0.0,0,0,0,0
2010-07-01 05,21,2010-07-01,62.1,77.0,5.4,19.0,10.0,1015.5,0.0,0.0,0,0,0,0
2010-07-01 06,64,2010-07-01,62.1,77.0,5.4,19.0,10.0,1015.5,0.0,0.0,0,0,0,0
2010-07-01 07,138,2010-07-01,62.1,77.0,5.4,19.0,10.0,1015.5,0.0,0.0,0,0,0,0
2010-07-01 08,172,2010-07-01,62.1,77.0,5.4,19.0,10.0,1015.5,0.0,0.0,0,0,0,0
2010-07-01 09,148,2010-07-01,62.1,77.0,5.4,19.0,10.0,1015.5,0.0,0.0,0,0,0,0
2010-07-01 10,113,2010-07-01,62.1,77.0,5.4,19.0,10.0,1015.5,0.0,0.0,0,0,0,0
2010-07-01 11,105,2010-07-01,62.1,77.0,5.4,19.0,10.0,1015.5,0.0,0.0,0,0,0,0
2010-07-01 12,118,2010-07-01,62.1,77.0,5.4,19.0,10.0,1015.5,0.0,0.0,0,0,0,0
2010-07-01 13,126,2010-07-01,62.1,77.0,5.4,19.0,10.0,1015.5,0.0,0.0,0,0,0,0
2010-07-01 14,106,2010-07-01,62.1,77.0,5.4,19.0,10.0,1015.5,0.0,0.0,0,0,0,0
2010-07-01 15,101,2010-07-01,62.1,77.0,5.4,19.0,10.0,1015.5,0.0,0.0,0,0,0,0
2010-07-01 16,82,2010-07-01,62.1,77.0,5.4,19.0,10.0,1015.5,0.0,0.0,0,0,0,0
2010-07-01 17,126,2010-07-01,62.1,77.0,5.4,19.0,10.0,1015.5,0.0,0.0,0,0,0,0
2010-07-01 18,167,2010-07-01,62.1,77.0,5.4,19.0,10.0,1015.5,0.0,0.0,0,0,0,0
2010-07-01 19,184,2010-07-01,62.1,77.0,5.4,19.0,10.0,1015.5,0.0,0.0,0,0,0,0
2010-07-01 20,184,2010-07-01,62.1,77.0,5.4,19.0,10.0,1015.5,0.0,0.0,0,0,0,0
2010-07-01 21,152,2010-07-01,62.1,77.0,5.4,19.0,10.0,1015.5,0.0,0.0,0,0,0,0
2010-07-01 22,102,2010-07-01,62.1,77.0,5.4,19.0,10.0,1015.5,0.0,0.0,0,0,0,0
2010-07-01 23,133,2010-07-01,62.1,77.0,5.4,19.0,10.0,1015.5,0.0,0.0,0,0,0,0
2010-07-02 00,72,2010-07-02,61.0,82.0,4.6,15.0,10.0,1017.6,0.0,0.0,0,0,0,0
2010-07-02 01,55,2010-07-02,61.0,82.0,4.6,15.0,10.0,1017.6,0.0,0.0,0,0,0,0
2010-07-02 02,23,2010-07-02,61.0,82.0,4.6,15.0,10.0,1017.6,0.0,0.0,0,0,0,0
2010-07-02 03,14,2010-07-02,61.0,82.0,4.6,15.0,10.0,1017.6,0.0,0.0,0,0,0,0
2010-07-02 04,13,2010-07-02,61.0,82.0,4.6,15.0,10.0,1017.6,0.0,0.0,0,0,0,0
2010-07-02 05,30,2010-07-02,61.0,82.0,4.6,15.0,10.0,1017.6,0.0,0.0,0,0,0,0
2010-07-02 06,63,2010-07-02,61.0,82.0,4.6,15.0,10.0,1017.6,0.0,0.0,0,0,0,0
2010-07-02 07,75,2010-07-02,61.0,82.0,4.6,15.0,10.0,1017.6,0.0,0.0,0,0,0,0
2010-07-02 08,124,2010-07-02,61.0,82.0,4.6,15.0,10.0,1017.6,0.0,0.0,0,0,0,0
2010-07-02 09,103,2010-07-02,61.0,82.0,4.6,15.0,10.0,1017.6,0.0,0.0,0,0,0,0
2010-07-02 10,88,2010-07-02,61.0,82.0,4.6,15.0,10.0,1017.6,0.0,0.0,0,0,0,0
2010-07-02 11,105,2010-07-02,61.0,82.0,4.6,15.0,10.0,1017.6,0.0,0.0,0,0,0,0
2010-07-02 12,106,2010-07-02,61.0,82.0,4.6,15.0,10.0,1017.6,0.0,0.0,0,0,0,0
2010-07-02 13,121,2010-07-02,61.0,82.0,4.6,15.0,10.0,1017.6,0.0,0.0,0,0,0,0
2010-07-02 14,109,2010-07-02,61.0,82.0,4.6,15.0,10.0,1017.6,0.0,0.0,0,0,0,0
2010-07-02 15,62,2010-07-02,61.0,82.0,4.6,15.0,10.0,1017.6,0.0,0.0,0,0,0,0
2010-07-02 16,81,2010-07-02,61.0,82.0,4.6,15.0,10.0,1017.6,0.0,0.0,0,0,0,0
2010-07-02 17,132,2010-07-02,61.0,82.0,4.6,15.0,10.0,1017.6,0.0,0.0,0,0,0,0
2010-07-02 18,136,2010-07-02,61.0,82.0,4.6,15.0,10.0,1017.6,0.0,0.0,0,0,0,0
2010-07-02 19,149,2010-07-02,61.0,82.0,4.6,15.0,10.0,1017.6,0.0,0.0,0,0,0,0
2010-07-02 20,130,2010-07-02,61.0,82.0,4.6,15.0,10.0,1017.6,0.0,0.0,0,0,0,0
2010-07-02 21,112,2010-07-02,61.0,82.0,4.6,15.0,10.0,1017.6,0.0,0.0,0,0,0,0
2010-07-02 22,89,2010-07-02,61.0,82.0,4.6,15.0,10.0,1017.6,0.0,0.0,0,0,0,0
2010-07-02 23,107,2010-07-02,61.0,82.0,4.6,15.0,10.0,1017.6,0.0,0.0,0,0,0,0
2010-07-03 00,83,2010-07-03,64.9,89.1,2.9,15.0,10.0,1015.3,0.0,0.0,0,0,0,0
2010-07-03 01,55,2010-07-03,64.9,89.1,2.9,15.0,10.0,1015.3,0.0,0.0,0,0,0,0
2010-07-03 02,26,2010-07-03,64.9,89.1,2.9,15.0,10.0,1015.3,0.0,0.0,0,0,0,0
2010-07-03 03,24,2010-07-03,64.9,89.1,2.9,15.0,10.0,1015.3,0.0,0.0,0,0,0,0
2010-07-03 04,17,2010-07-03,64.9,89.1,2.9,15.0,10.0,1015.3,0.0,0.0,0,0,0,0
2010-07-03 05,18,2010-07-03,64.9,89.1,2.9,15.0,10.0,1015.3,0.0,0.0,0,0,0,0
2010-07-03 06,16,2010-07-03,64.9,89.1,2.9,15.0,10.0,1015.3,0.0,0.0,0,0,0,0
2010-07-03 07,31,2010-07-03,64.9,89.1,2.9,15.0,10.0,1015.3,0.0,0.0,0,0,0,0
2010-07-03 08,32,2010-07-03,64.9,89.1,2.9,15.0,10.0,1015.3,0.0,0.0,0,0,0,0
